Match_id,Final_Inning_Score,Final_Wickets_Lost,Max_over_played,Over,Inn_Score_atm,Inn_Wicks_atm,R_Rate_atm,Ptnr_Avg_atm,Ptnr_Balls_atm,L3_Runs,L3_Wicks,Runs_to_be_Scored
1,184,8,20,4,41,0,10.25,41.0,24.0,30.0,0.0,143
1,184,8,20,5,48,1,9.6,24.0,15.0,29.0,1.0,136
1,184,8,20,6,61,1,10.17,30.5,18.0,33.0,1.0,123
1,184,8,20,7,63,3,9.0,15.75,10.5,22.0,3.0,121
1,184,8,20,8,66,3,8.25,16.5,12.0,18.0,2.0,118
1,184,8,20,9,76,3,8.44,19.0,13.5,15.0,2.0,108
1,184,8,20,10,82,3,8.2,20.5,15.0,19.0,0.0,102
1,184,8,20,11,92,3,8.36,23.0,16.5,26.0,0.0,92
1,184,8,20,12,95,4,7.92,19.0,14.4,19.0,1.0,89
1,184,8,20,13,106,4,8.15,21.2,15.6,24.0,1.0,78
1,184,8,20,14,111,5,7.93,18.5,14.0,19.0,2.0,73
1,184,8,20,15,120,5,8.0,20.0,15.0,25.0,1.0,64
1,184,8,20,16,127,6,7.94,18.14,13.71,21.0,2.0,57
1,184,8,20,17,137,6,8.06,19.57,14.57,26.0,1.0,47
1,184,8,20,18,145,6,8.06,20.71,15.43,25.0,1.0,39
1,184,8,20,19,154,7,8.11,19.25,14.25,27.0,1.0,30
1,184,8,20,20,184,8,9.2,20.44,13.33,47.0,2.0,0
2,183,4,20,4,29,1,7.25,14.5,12.0,21.0,1.0,154
2,183,4,20,5,40,1,8.0,20.0,15.0,24.0,1.0,143
2,183,4,20,6,52,1,8.67,26.0,18.0,30.0,1.0,131
2,183,4,20,7,64,1,9.14,32.0,21.0,35.0,0.0,119
2,183,4,20,8,72,1,9.0,36.0,24.0,32.0,0.0,111
2,183,4,20,9,76,2,8.44,25.33,18.0,24.0,1.0,107
2,183,4,20,10,91,2,9.1,30.33,20.0,27.0,1.0,92
2,183,4,20,11,95,3,8.64,23.75,16.5,23.0,2.0,88
2,183,4,20,12,102,3,8.5,25.5,18.0,26.0,1.0,81
2,183,4,20,13,109,3,8.38,27.25,19.5,18.0,1.0,74
2,183,4,20,14,116,3,8.29,29.0,21.0,21.0,0.0,67
2,183,4,20,15,125,3,8.33,31.25,22.5,23.0,0.0,58
2,183,4,20,16,130,3,8.12,32.5,24.0,21.0,0.0,53
2,183,4,20,17,141,3,8.29,35.25,25.5,25.0,0.0,42
2,183,4,20,18,153,3,8.5,38.25,27.0,28.0,0.0,30
2,183,4,20,19,169,3,8.89,42.25,28.5,39.0,0.0,14
2,183,4,20,20,183,4,9.15,36.6,24.0,42.0,1.0,0
3,163,6,20,4,20,1,5.0,10.0,12.0,19.0,0.0,143
3,163,6,20,5,32,1,6.4,16.0,15.0,29.0,0.0,131
3,163,6,20,6,35,1,5.83,17.5,18.0,28.0,0.0,128
3,163,6,20,7,42,2,6.0,14.0,14.0,22.0,1.0,121
3,163,6,20,8,48,2,6.0,16.0,16.0,16.0,1.0,115
3,163,6,20,9,53,3,5.89,13.25,13.5,18.0,2.0,110
3,163,6,20,10,63,3,6.3,15.75,15.0,21.0,1.0,100
3,163,6,20,11,71,3,6.45,17.75,16.5,23.0,1.0,92
3,163,6,20,12,75,4,6.25,15.0,14.4,22.0,1.0,88
3,163,6,20,13,84,4,6.46,16.8,15.6,21.0,1.0,79
3,163,6,20,14,98,4,7.0,19.6,16.8,27.0,1.0,65
3,163,6,20,15,108,4,7.2,21.6,18.0,33.0,0.0,55
3,163,6,20,16,123,4,7.69,24.6,19.2,39.0,0.0,40
3,163,6,20,17,128,4,7.53,25.6,20.4,30.0,0.0,35
3,163,6,20,18,133,5,7.39,22.17,18.0,25.0,1.0,30
3,163,6,20,19,147,5,7.74,24.5,19.0,24.0,1.0,16
3,163,6,20,20,163,6,8.15,23.29,17.14,35.0,2.0,0
4,157,6,20,4,30,1,7.5,15.0,12.0,20.0,1.0,127
4,157,6,20,5,32,1,6.4,16.0,15.0,13.0,1.0,125
4,157,6,20,6,41,2,6.83,13.67,12.0,15.0,2.0,116
4,157,6,20,7,45,2,6.43,15.0,14.0,15.0,1.0,112
4,157,6,20,8,53,2,6.62,17.67,16.0,21.0,1.0,104
4,157,6,20,9,55,3,6.11,13.75,13.5,14.0,1.0,102
4,157,6,20,10,61,3,6.1,15.25,15.0,16.0,1.0,96
4,157,6,20,11,66,3,6.0,16.5,16.5,13.0,1.0,91
4,157,6,20,12,74,3,6.17,18.5,18.0,19.0,0.0,83
4,157,6,20,13,98,3,7.54,24.5,19.5,37.0,0.0,59
4,157,6,20,14,114,3,8.14,28.5,21.0,48.0,0.0,43
4,157,6,20,15,121,4,8.07,24.2,18.0,47.0,1.0,36
4,157,6,20,16,134,4,8.38,26.8,19.2,36.0,1.0,23
4,157,6,20,17,142,6,8.35,20.29,14.57,28.0,3.0,15
4,157,6,20,18,144,6,8.0,20.57,15.43,23.0,2.0,13
4,157,6,20,19,150,6,7.89,21.43,16.29,16.0,2.0,7
4,157,6,20,20,157,8,7.85,17.44,13.33,15.0,2.0,0
5,135,7,20,4,32,0,8.0,32.0,24.0,29.0,0.0,103
5,135,7,20,5,35,1,7.0,17.5,15.0,22.0,1.0,100
5,135,7,20,6,40,2,6.67,13.33,12.0,15.0,2.0,95
5,135,7,20,7,46,3,6.57,11.5,10.5,14.0,3.0,89
5,135,7,20,8,54,3,6.75,13.5,12.0,19.0,2.0,81
5,135,7,20,9,57,4,6.33,11.4,10.8,17.0,2.0,78
5,135,7,20,10,60,4,6.0,12.0,12.0,14.0,1.0,75
5,135,7,20,11,68,4,6.18,13.6,13.2,14.0,1.0,67
5,135,7,20,12,75,4,6.25,15.0,14.4,18.0,0.0,60
5,135,7,20,13,87,4,6.69,17.4,15.6,27.0,0.0,48
5,135,7,20,14,96,4,6.86,19.2,16.8,28.0,0.0,39
5,135,7,20,15,102,4,6.8,20.4,18.0,27.0,0.0,33
5,135,7,20,16,110,4,6.88,22.0,19.2,23.0,0.0,25
5,135,7,20,17,113,5,6.65,18.83,17.0,17.0,1.0,22
5,135,7,20,18,117,7,6.5,14.62,13.5,15.0,3.0,18
5,135,7,20,19,130,7,6.84,16.25,14.25,20.0,3.0,5
5,135,7,20,20,135,7,6.75,16.88,15.0,22.0,2.0,0
6,178,6,20,4,44,0,11.0,44.0,24.0,34.0,0.0,134
6,178,6,20,5,48,2,9.6,16.0,10.0,29.0,2.0,130
6,178,6,20,6,59,2,9.83,19.67,12.0,25.0,2.0,119
6,178,6,20,7,65,2,9.29,21.67,14.0,21.0,2.0,113
6,178,6,20,8,67,3,8.38,16.75,12.0,19.0,1.0,111
6,178,6,20,9,72,3,8.0,18.0,13.5,13.0,1.0,106
6,178,6,20,10,79,3,7.9,19.75,15.0,14.0,1.0,99
6,178,6,20,11,82,3,7.45,20.5,16.5,15.0,0.0,96
6,178,6,20,12,89,4,7.42,17.8,14.4,17.0,1.0,89
6,178,6,20,13,98,4,7.54,19.6,15.6,19.0,1.0,80
6,178,6,20,14,107,4,7.64,21.4,16.8,25.0,1.0,71
6,178,6,20,15,117,4,7.8,23.4,18.0,28.0,0.0,61
6,178,6,20,16,131,4,8.19,26.2,19.2,33.0,0.0,47
6,178,6,20,17,136,5,8.0,22.67,17.0,29.0,1.0,42
6,178,6,20,18,144,5,8.0,24.0,18.0,27.0,1.0,34
6,178,6,20,19,155,6,8.16,22.14,16.29,24.0,2.0,23
6,178,6,20,20,178,7,8.9,22.25,15.0,42.0,2.0,0
7,148,4,20,4,19,2,4.75,6.33,8.0,17.0,1.0,129
7,148,4,20,5,22,3,4.4,5.5,7.5,15.0,2.0,126
7,148,4,20,6,23,3,3.83,5.75,9.0,5.0,2.0,125
7,148,4,20,7,31,3,4.43,7.75,10.5,12.0,1.0,117
7,148,4,20,8,34,3,4.25,8.5,12.0,12.0,0.0,114
7,148,4,20,9,47,3,5.22,11.75,13.5,24.0,0.0,101
7,148,4,20,10,53,3,5.3,13.25,15.0,22.0,0.0,95
7,148,4,20,11,59,3,5.36,14.75,16.5,25.0,0.0,89
7,148,4,20,12,65,3,5.42,16.25,18.0,18.0,0.0,83
7,148,4,20,13,68,3,5.23,17.0,19.5,15.0,0.0,80
7,148,4,20,14,70,4,5.0,14.0,16.8,11.0,1.0,78
7,148,4,20,15,71,4,4.73,14.2,18.0,6.0,1.0,77
7,148,4,20,16,80,4,5.0,16.0,19.2,12.0,1.0,68
7,148,4,20,17,96,4,5.65,19.2,20.4,26.0,0.0,52
7,148,4,20,18,115,4,6.39,23.0,21.6,44.0,0.0,33
7,148,4,20,19,134,4,7.05,26.8,22.8,54.0,0.0,14
7,148,4,20,20,148,4,7.4,29.6,24.0,52.0,0.0,0
8,205,4,20,4,39,1,9.75,19.5,12.0,37.0,1.0,166
8,205,4,20,5,47,1,9.4,23.5,15.0,34.0,0.0,158
8,205,4,20,6,62,1,10.33,31.0,18.0,33.0,0.0,143
8,205,4,20,7,66,1,9.43,33.0,21.0,27.0,0.0,139
8,205,4,20,8,71,1,8.88,35.5,24.0,24.0,0.0,134
8,205,4,20,9,76,2,8.44,25.33,18.0,14.0,1.0,129
8,205,4,20,10,81,2,8.1,27.0,20.0,15.0,1.0,124
8,205,4,20,11,88,2,8.0,29.33,22.0,17.0,1.0,117
8,205,4,20,12,104,2,8.67,34.67,24.0,28.0,0.0,101
8,205,4,20,13,108,2,8.31,36.0,26.0,27.0,0.0,97
8,205,4,20,14,112,2,8.0,37.33,28.0,24.0,0.0,93
8,205,4,20,15,123,2,8.2,41.0,30.0,19.0,0.0,82
8,205,4,20,16,129,3,8.06,32.25,24.0,21.0,1.0,76
8,205,4,20,17,141,3,8.29,35.25,25.5,29.0,1.0,64
8,205,4,20,18,160,3,8.89,40.0,27.0,37.0,1.0,45
8,205,4,20,19,182,4,9.58,36.4,22.8,53.0,1.0,23
8,205,4,20,20,205,4,10.25,41.0,24.0,64.0,1.0,0
9,158,8,20,4,17,0,4.25,17.0,24.0,15.0,0.0,141
9,158,8,20,5,26,0,5.2,26.0,30.0,21.0,0.0,132
9,158,8,20,6,34,0,5.67,34.0,36.0,21.0,0.0,124
9,158,8,20,7,49,0,7.0,49.0,42.0,32.0,0.0,109
9,158,8,20,8,52,0,6.5,52.0,48.0,26.0,0.0,106
9,158,8,20,9,62,0,6.89,62.0,54.0,28.0,0.0,96
9,158,8,20,10,75,0,7.5,75.0,60.0,26.0,0.0,83
9,158,8,20,11,84,1,7.64,42.0,33.0,32.0,1.0,74
9,158,8,20,12,93,1,7.75,46.5,36.0,31.0,1.0,65
9,158,8,20,13,105,1,8.08,52.5,39.0,30.0,1.0,53
9,158,8,20,14,110,2,7.86,36.67,28.0,26.0,1.0,48
9,158,8,20,15,118,3,7.87,29.5,22.5,25.0,2.0,40
9,158,8,20,16,126,4,7.88,25.2,19.2,21.0,3.0,32
9,158,8,20,17,140,4,8.24,28.0,20.4,30.0,2.0,18
9,158,8,20,18,147,5,8.17,24.5,18.0,29.0,2.0,11
9,158,8,20,19,153,6,8.05,21.86,16.29,27.0,2.0,5
9,158,8,20,20,158,8,7.9,17.56,13.33,18.0,4.0,0
10,170,8,20,4,45,0,11.25,45.0,24.0,35.0,0.0,125
10,170,8,20,5,53,0,10.6,53.0,30.0,32.0,0.0,117
10,170,8,20,6,57,1,9.5,28.5,18.0,27.0,1.0,113
10,170,8,20,7,62,1,8.86,31.0,21.0,17.0,1.0,108
10,170,8,20,8,67,2,8.38,22.33,16.0,14.0,2.0,103
10,170,8,20,9,78,2,8.67,26.0,18.0,21.0,1.0,92
10,170,8,20,10,95,2,9.5,31.67,20.0,33.0,1.0,75
10,170,8,20,11,97,2,8.82,32.33,22.0,30.0,0.0,73
10,170,8,20,12,98,3,8.17,24.5,18.0,20.0,1.0,72
10,170,8,20,13,104,4,8.0,20.8,15.6,9.0,2.0,66
10,170,8,20,14,119,4,8.5,23.8,16.8,22.0,2.0,51
10,170,8,20,15,134,4,8.93,26.8,18.0,36.0,1.0,36
10,170,8,20,16,138,4,8.62,27.6,19.2,34.0,0.0,32
10,170,8,20,17,145,4,8.53,29.0,20.4,26.0,0.0,25
10,170,8,20,18,156,7,8.67,19.5,13.5,22.0,3.0,14
10,170,8,20,19,166,7,8.74,20.75,14.25,28.0,3.0,4
10,170,8,20,20,170,9,8.5,17.0,12.0,25.0,5.0,0
11,142,5,20,4,28,0,7.0,28.0,24.0,22.0,0.0,114
11,142,5,20,5,34,0,6.8,34.0,30.0,27.0,0.0,108
11,142,5,20,6,41,0,6.83,41.0,36.0,17.0,0.0,101
11,142,5,20,7,50,0,7.14,50.0,42.0,22.0,0.0,92
11,142,5,20,8,53,0,6.62,53.0,48.0,19.0,0.0,89
11,142,5,20,9,62,0,6.89,62.0,54.0,21.0,0.0,80
11,142,5,20,10,66,1,6.6,33.0,30.0,16.0,1.0,76
11,142,5,20,11,71,1,6.45,35.5,33.0,18.0,1.0,71
11,142,5,20,12,76,1,6.33,38.0,36.0,14.0,1.0,66
11,142,5,20,13,85,1,6.54,42.5,39.0,19.0,0.0,57
11,142,5,20,14,104,1,7.43,52.0,42.0,33.0,0.0,38
11,142,5,20,15,110,1,7.33,55.0,45.0,34.0,0.0,32
11,142,5,20,16,114,2,7.12,38.0,32.0,29.0,1.0,28
11,142,5,20,17,119,3,7.0,29.75,25.5,15.0,2.0,23
11,142,5,20,18,127,4,7.06,25.4,21.6,17.0,3.0,15
11,142,5,20,19,132,5,6.95,22.0,19.0,18.0,3.0,10
11,142,5,20,20,142,5,7.1,23.67,20.0,23.0,2.0,0
12,171,8,20,4,35,1,8.75,17.5,12.0,29.0,0.0,136
12,171,8,20,5,60,1,12.0,30.0,15.0,45.0,0.0,111
12,171,8,20,6,64,2,10.67,21.33,12.0,41.0,1.0,107
12,171,8,20,7,73,2,10.43,24.33,14.0,38.0,1.0,98
12,171,8,20,8,76,2,9.5,25.33,16.0,16.0,1.0,95
12,171,8,20,9,87,2,9.67,29.0,18.0,23.0,0.0,84
12,171,8,20,10,92,3,9.2,23.0,15.0,19.0,1.0,79
12,171,8,20,11,101,3,9.18,25.25,16.5,25.0,1.0,70
12,171,8,20,12,106,3,8.83,26.5,18.0,19.0,1.0,65
12,171,8,20,13,110,4,8.46,22.0,15.6,18.0,1.0,61
12,171,8,20,14,120,4,8.57,24.0,16.8,19.0,1.0,51
12,171,8,20,15,126,5,8.4,21.0,15.0,20.0,2.0,45
12,171,8,20,16,135,5,8.44,22.5,16.0,25.0,1.0,36
12,171,8,20,17,149,5,8.76,24.83,17.0,29.0,1.0,22
12,171,8,20,18,155,5,8.61,25.83,18.0,29.0,0.0,16
12,171,8,20,19,167,5,8.79,27.83,19.0,32.0,0.0,4
12,171,8,20,20,171,8,8.55,19.0,13.33,22.0,3.0,0
13,172,6,20,4,20,1,5.0,10.0,12.0,17.0,1.0,152
13,172,6,20,5,33,1,6.6,16.5,15.0,24.0,1.0,139
13,172,6,20,6,40,2,6.67,13.33,12.0,26.0,1.0,132
13,172,6,20,7,47,2,6.71,15.67,14.0,27.0,1.0,125
13,172,6,20,8,53,2,6.62,17.67,16.0,20.0,1.0,119
13,172,6,20,9,67,2,7.44,22.33,18.0,27.0,0.0,105
13,172,6,20,10,75,2,7.5,25.0,20.0,28.0,0.0,97
13,172,6,20,11,87,2,7.91,29.0,22.0,34.0,0.0,85
13,172,6,20,12,94,2,7.83,31.33,24.0,27.0,0.0,78
13,172,6,20,13,108,2,8.31,36.0,26.0,33.0,0.0,64
13,172,6,20,14,117,2,8.36,39.0,28.0,30.0,0.0,55
13,172,6,20,15,124,3,8.27,31.0,22.5,30.0,1.0,48
13,172,6,20,16,136,3,8.5,34.0,24.0,28.0,1.0,36
13,172,6,20,17,150,3,8.82,37.5,25.5,33.0,1.0,22
13,172,6,20,18,154,4,8.56,30.8,21.6,30.0,1.0,18
13,172,6,20,19,163,5,8.58,27.17,19.0,27.0,2.0,9
13,172,6,20,20,172,6,8.6,24.57,17.14,22.0,3.0,0
14,188,6,20,4,27,0,6.75,27.0,24.0,19.0,0.0,161
14,188,6,20,5,41,0,8.2,41.0,30.0,24.0,0.0,147
14,188,6,20,6,49,0,8.17,49.0,36.0,27.0,0.0,139
14,188,6,20,7,55,1,7.86,27.5,21.0,28.0,1.0,133
14,188,6,20,8,64,2,8.0,21.33,16.0,23.0,2.0,124
14,188,6,20,9,71,2,7.89,23.67,18.0,22.0,2.0,117
14,188,6,20,10,83,2,8.3,27.67,20.0,28.0,1.0,105
14,188,6,20,11,90,2,8.18,30.0,22.0,26.0,0.0,98
14,188,6,20,12,97,3,8.08,24.25,18.0,26.0,1.0,91
14,188,6,20,13,103,4,7.92,20.6,15.6,20.0,2.0,85
14,188,6,20,14,110,4,7.86,22.0,16.8,20.0,2.0,78
14,188,6,20,15,120,4,8.0,24.0,18.0,23.0,1.0,68
14,188,6,20,16,131,5,8.19,21.83,16.0,28.0,1.0,57
14,188,6,20,17,144,5,8.47,24.0,17.0,34.0,1.0,44
14,188,6,20,18,153,6,8.5,21.86,15.43,33.0,2.0,35
14,188,6,20,19,169,6,8.89,24.14,16.29,38.0,1.0,19
14,188,6,20,20,188,6,9.4,26.86,17.14,44.0,1.0,0
15,176,4,20,4,24,1,6.0,12.0,12.0,21.0,0.0,152
15,176,4,20,5,31,1,6.2,15.5,15.0,16.0,0.0,145
15,176,4,20,6,46,1,7.67,23.0,18.0,25.0,0.0,130
15,176,4,20,7,49,1,7.0,24.5,21.0,25.0,0.0,127
15,176,4,20,8,58,1,7.25,29.0,24.0,27.0,0.0,118
15,176,4,20,9,67,1,7.44,33.5,27.0,21.0,0.0,109
15,176,4,20,10,75,1,7.5,37.5,30.0,26.0,0.0,101
15,176,4,20,11,81,1,7.36,40.5,33.0,23.0,0.0,95
15,176,4,20,12,83,2,6.92,27.67,24.0,16.0,1.0,93
15,176,4,20,13,93,2,7.15,31.0,26.0,18.0,1.0,83
15,176,4,20,14,105,3,7.5,26.25,21.0,24.0,2.0,71
15,176,4,20,15,120,3,8.0,30.0,22.5,37.0,1.0,56
15,176,4,20,16,126,3,7.88,31.5,24.0,33.0,1.0,50
15,176,4,20,17,145,3,8.53,36.25,25.5,40.0,0.0,31
15,176,4,20,18,154,4,8.56,30.8,21.6,34.0,1.0,22
15,176,4,20,19,166,4,8.74,33.2,22.8,40.0,1.0,10
15,176,4,20,20,176,4,8.8,35.2,24.0,31.0,1.0,0
16,161,8,20,4,41,0,10.25,41.0,24.0,38.0,0.0,120
16,161,8,20,5,50,0,10.0,50.0,30.0,39.0,0.0,111
16,161,8,20,6,55,0,9.17,55.0,36.0,27.0,0.0,106
16,161,8,20,7,61,0,8.71,61.0,42.0,20.0,0.0,100
16,161,8,20,8,68,1,8.5,34.0,24.0,18.0,1.0,93
16,161,8,20,9,69,2,7.67,23.0,18.0,14.0,2.0,92
16,161,8,20,10,79,2,7.9,26.33,20.0,18.0,2.0,82
16,161,8,20,11,85,2,7.73,28.33,22.0,17.0,1.0,76
16,161,8,20,12,92,2,7.67,30.67,24.0,23.0,0.0,69
16,161,8,20,13,98,2,7.54,32.67,26.0,19.0,0.0,63
16,161,8,20,14,109,2,7.79,36.33,28.0,24.0,0.0,52
16,161,8,20,15,117,2,7.8,39.0,30.0,25.0,0.0,44
16,161,8,20,16,127,3,7.94,31.75,24.0,29.0,1.0,34
16,161,8,20,17,130,5,7.65,21.67,17.0,21.0,3.0,31
16,161,8,20,18,132,7,7.33,16.5,13.5,15.0,5.0,29
16,161,8,20,19,151,7,7.95,18.88,14.25,24.0,4.0,10
16,161,8,20,20,161,8,8.05,17.89,13.33,31.0,3.0,0
17,168,7,20,4,41,0,10.25,41.0,24.0,31.0,0.0,127
17,168,7,20,5,50,0,10.0,50.0,30.0,31.0,0.0,118
17,168,7,20,6,53,0,8.83,53.0,36.0,17.0,0.0,115
17,168,7,20,7,59,1,8.43,29.5,21.0,18.0,1.0,109
17,168,7,20,8,63,2,7.88,21.0,16.0,13.0,2.0,105
17,168,7,20,9,71,2,7.89,23.67,18.0,18.0,2.0,97
17,168,7,20,10,83,2,8.3,27.67,20.0,24.0,1.0,85
17,168,7,20,11,87,2,7.91,29.0,22.0,24.0,0.0,81
17,168,7,20,12,98,2,8.17,32.67,24.0,27.0,0.0,70
17,168,7,20,13,104,2,8.0,34.67,26.0,21.0,0.0,64
17,168,7,20,14,109,3,7.79,27.25,21.0,22.0,1.0,59
17,168,7,20,15,110,4,7.33,22.0,18.0,12.0,2.0,58
17,168,7,20,16,119,4,7.44,23.8,19.2,15.0,2.0,49
17,168,7,20,17,145,4,8.53,29.0,20.4,36.0,1.0,23
17,168,7,20,18,152,5,8.44,25.33,18.0,42.0,1.0,16
17,168,7,20,19,157,6,8.26,22.43,16.29,38.0,2.0,11
17,168,7,20,20,168,7,8.4,21.0,15.0,23.0,3.0,0
18,159,6,20,4,21,0,5.25,21.0,24.0,18.0,0.0,138
18,159,6,20,5,25,1,5.0,12.5,15.0,16.0,1.0,134
18,159,6,20,6,29,1,4.83,14.5,18.0,11.0,1.0,130
18,159,6,20,7,40,1,5.71,20.0,21.0,19.0,1.0,119
18,159,6,20,8,42,1,5.25,21.0,24.0,17.0,0.0,117
18,159,6,20,9,50,1,5.56,25.0,27.0,21.0,0.0,109
18,159,6,20,10,54,3,5.4,13.5,15.0,14.0,2.0,105
18,159,6,20,11,66,3,6.0,16.5,16.5,24.0,2.0,93
18,159,6,20,12,75,3,6.25,18.75,18.0,25.0,2.0,84
18,159,6,20,13,86,3,6.62,21.5,19.5,32.0,0.0,73
18,159,6,20,14,96,3,6.86,24.0,21.0,30.0,0.0,63
18,159,6,20,15,108,3,7.2,27.0,22.5,33.0,0.0,51
18,159,6,20,16,115,4,7.19,23.0,19.2,29.0,1.0,44
18,159,6,20,17,124,4,7.29,24.8,20.4,28.0,1.0,35
18,159,6,20,18,134,4,7.44,26.8,21.6,26.0,1.0,25
18,159,6,20,19,144,5,7.58,24.0,19.0,29.0,1.0,15
18,159,6,20,20,159,6,7.95,22.71,17.14,35.0,2.0,0
19,213,2,20,4,33,0,8.25,33.0,24.0,25.0,0.0,180
19,213,2,20,5,36,0,7.2,36.0,30.0,23.0,0.0,177
19,213,2,20,6,45,0,7.5,45.0,36.0,20.0,0.0,168
19,213,2,20,7,54,0,7.71,54.0,42.0,21.0,0.0,159
19,213,2,20,8,75,0,9.38,75.0,48.0,39.0,0.0,138
19,213,2,20,9,83,0,9.22,83.0,54.0,38.0,0.0,130
19,213,2,20,10,92,0,9.2,92.0,60.0,38.0,0.0,121
19,213,2,20,11,109,0,9.91,109.0,66.0,34.0,0.0,104
19,213,2,20,12,119,0,9.92,119.0,72.0,36.0,0.0,94
19,213,2,20,13,125,1,9.62,62.5,39.0,33.0,1.0,88
19,213,2,20,14,135,1,9.64,67.5,42.0,26.0,1.0,78
19,213,2,20,15,153,1,10.2,76.5,45.0,34.0,1.0,60
19,213,2,20,16,160,2,10.0,53.33,32.0,35.0,1.0,53
19,213,2,20,17,166,2,9.76,55.33,34.0,31.0,1.0,47
19,213,2,20,18,178,2,9.89,59.33,36.0,25.0,1.0,35
19,213,2,20,19,196,2,10.32,65.33,38.0,36.0,0.0,17
19,213,2,20,20,213,2,10.65,71.0,40.0,47.0,0.0,0
20,191,4,20,4,28,1,7.0,14.0,12.0,18.0,1.0,163
20,191,4,20,5,31,1,6.2,15.5,15.0,19.0,0.0,160
20,191,4,20,6,39,1,6.5,19.5,18.0,21.0,0.0,152
20,191,4,20,7,55,1,7.86,27.5,21.0,27.0,0.0,136
20,191,4,20,8,64,1,8.0,32.0,24.0,33.0,0.0,127
20,191,4,20,9,73,1,8.11,36.5,27.0,34.0,0.0,118
20,191,4,20,10,80,1,8.0,40.0,30.0,25.0,0.0,111
20,191,4,20,11,91,1,8.27,45.5,33.0,27.0,0.0,100
20,191,4,20,12,98,1,8.17,49.0,36.0,25.0,0.0,93
20,191,4,20,13,108,1,8.31,54.0,39.0,28.0,0.0,83
20,191,4,20,14,127,1,9.07,63.5,42.0,36.0,0.0,64
20,191,4,20,15,135,1,9.0,67.5,45.0,37.0,0.0,56
20,191,4,20,16,148,1,9.25,74.0,48.0,40.0,0.0,43
20,191,4,20,17,158,2,9.29,52.67,34.0,31.0,1.0,33
20,191,4,20,18,170,2,9.44,56.67,36.0,35.0,1.0,21
20,191,4,20,19,174,4,9.16,34.8,22.8,26.0,3.0,17
20,191,4,20,20,191,4,9.55,38.2,24.0,33.0,2.0,0
21,198,4,20,4,32,0,8.0,32.0,24.0,24.0,0.0,166
21,198,4,20,5,39,0,7.8,39.0,30.0,24.0,0.0,159
21,198,4,20,6,46,1,7.67,23.0,18.0,20.0,1.0,152
21,198,4,20,7,52,1,7.43,26.0,21.0,20.0,1.0,146
21,198,4,20,8,58,1,7.25,29.0,24.0,19.0,1.0,140
21,198,4,20,9,63,1,7.0,31.5,27.0,17.0,0.0,135
21,198,4,20,10,69,1,6.9,34.5,30.0,17.0,0.0,129
21,198,4,20,11,80,2,7.27,26.67,22.0,22.0,1.0,118
21,198,4,20,12,91,2,7.58,30.33,24.0,28.0,1.0,107
21,198,4,20,13,100,2,7.69,33.33,26.0,31.0,1.0,98
21,198,4,20,14,111,2,7.93,37.0,28.0,31.0,0.0,87
21,198,4,20,15,139,2,9.27,46.33,30.0,48.0,0.0,59
21,198,4,20,16,161,2,10.06,53.67,32.0,61.0,0.0,37
21,198,4,20,17,165,3,9.71,41.25,25.5,54.0,1.0,33
21,198,4,20,18,170,4,9.44,34.0,21.6,31.0,2.0,28
21,198,4,20,19,180,4,9.47,36.0,22.8,19.0,2.0,18
21,198,4,20,20,198,4,9.9,39.6,24.0,33.0,1.0,0
22,187,5,20,4,47,1,11.75,23.5,12.0,35.0,1.0,140
22,187,5,20,5,57,1,11.4,28.5,15.0,28.0,1.0,130
22,187,5,20,6,65,1,10.83,32.5,18.0,21.0,1.0,122
22,187,5,20,7,71,1,10.14,35.5,21.0,24.0,0.0,116
22,187,5,20,8,77,1,9.62,38.5,24.0,20.0,0.0,110
22,187,5,20,9,88,1,9.78,44.0,27.0,23.0,0.0,99
22,187,5,20,10,96,1,9.6,48.0,30.0,25.0,0.0,91
22,187,5,20,11,109,1,9.91,54.5,33.0,32.0,0.0,78
22,187,5,20,12,116,2,9.67,38.67,24.0,28.0,1.0,71
22,187,5,20,13,122,2,9.38,40.67,26.0,26.0,1.0,65
22,187,5,20,14,132,2,9.43,44.0,28.0,23.0,1.0,55
22,187,5,20,15,141,2,9.4,47.0,30.0,25.0,0.0,46
22,187,5,20,16,149,2,9.31,49.67,32.0,27.0,0.0,38
22,187,5,20,17,154,2,9.06,51.33,34.0,22.0,0.0,33
22,187,5,20,18,168,2,9.33,56.0,36.0,27.0,0.0,19
22,187,5,20,19,180,3,9.47,45.0,28.5,31.0,1.0,7
22,187,5,20,20,187,5,9.35,31.17,20.0,33.0,3.0,0
23,142,8,20,4,37,1,9.25,18.5,12.0,29.0,1.0,105
23,142,8,20,5,47,1,9.4,23.5,15.0,27.0,1.0,95
23,142,8,20,6,48,2,8.0,16.0,12.0,19.0,2.0,94
23,142,8,20,7,56,2,8.0,18.67,14.0,19.0,1.0,86
23,142,8,20,8,60,3,7.5,15.0,12.0,13.0,2.0,82
23,142,8,20,9,61,4,6.78,12.2,10.8,13.0,2.0,81
23,142,8,20,10,68,4,6.8,13.6,12.0,12.0,2.0,74
23,142,8,20,11,74,4,6.73,14.8,13.2,14.0,1.0,68
23,142,8,20,12,82,4,6.83,16.4,14.4,21.0,0.0,60
23,142,8,20,13,84,5,6.46,14.0,13.0,16.0,1.0,58
23,142,8,20,14,94,5,6.71,15.67,14.0,20.0,1.0,48
